Workpackage,treatment,time,Category,Subcategory,Domain,Final_Taxonomy,tpm
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Pseudo-nitzschia,0.13429764413729678
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Glaucophyta,1.0036844205886957
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Chlorophyta,4.0390191339505
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Amoebozoa,30.839722713805283
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Hacrobia,45.199372323941326
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Rhizaria,17.766022406602442
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Other eukaryotes,28.362105772057596
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Alphaproteobacteria,11.194956770905183
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhodobacterales,9.906169922982917
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Puniceispirillales,0.7966120483331286
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhizobiales,4.453956407951615
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Gammaproteobacteria,4.611436285904359
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Enterobacterales,14.685785822193372
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Pseudomonadales,71.28018418869513
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,SAR86,1.5932240966662572
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Bacteroidota,8.334256682927435
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Flavobacteriales,13.791799926068158
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Archaea,6.919807209170895
WP2,C,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Other prokaryotes,32.2852628920364
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Dinoflagellata,1.5602742718344431
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Gymnodiniales,0.32961405034062274
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Peridiniales,0.3740978094957011
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Suessiales,0.13429764413729678
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Stramenopiles,0.5405760432374342
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Ochrophyta,0.4037392990839521
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Bacillariophyta,7.219524825286336
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Chaetoceros,3.297508064980927
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Glaucophyta,0.18136355285396408
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Amoebozoa,0.3298961725646434
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Hacrobia,1.4509084228317126
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Rhizaria,0.4505230855765988
WP2,C,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Other eukaryotes,1.1550813120849845
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Alphaproteobacteria,19.81766151824835
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhodobacterales,61.611335339556526
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Puniceispirillales,74.65084145879652
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhizobiales,1.0674549584062174
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Gammaproteobacteria,0.5284138627474937
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Burkholderiales,4.76897255464542
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Enterobacterales,31.690666470487336
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Pseudomonadales,425.87485609076157
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,SAR86,6.399432245635494
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Bacteroidota,0.5363963711712698
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Flavobacteriales,31.66406616490165
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Archaea,0.5204313543237176
WP2,C,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Other prokaryotes,4.4273561023659305
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Dinoflagellata,10.958571114220607
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gonyaulacales,20.442297603168587
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Alexandrium,16.64633466836467
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gymnodiniales,9.095264270978827
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Peridiniales,11.625914169165304
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Suessiales,2.5480743173148945
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Stramenopiles,5.101250091086042
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Ochrophyta,9.770745252347002
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Bacillariophyta,2.8022621475706333
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chlorophyta,0.7399065927632249
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Amoebozoa,1.650045107271258
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Hacrobia,0.6749167369201347
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Rhizaria,19.323624682218266
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Other eukaryotes,38.662698927996814
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Alphaproteobacteria,1.7826340083141057
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhodobacterales,25.733962450499163
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Puniceispirillales,0.5204313543237176
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhizobiales,0.8045824730165512
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Gammaproteobacteria,8.49703406568199
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Enterobacterales,0.5204313543237176
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Pseudomonadales,3.8909758428484653
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Bacteroidota,0.5363963711712698
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Flavobacteriales,2.655349326963055
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Firmicutes,1.2409159648603185
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Planctomycetota,0.8045824730165512
WP2,C,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Other prokaryotes,2.129620467837527
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Spirotrichea,27.537895863581667
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Choreotrichida,103.27035761550569
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Tintinnida,3.9130321829460115
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Dinoflagellata,20.006052258446914
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gonyaulacales,206.22616786905124
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Alexandrium,116.46877803546514
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gymnodiniales,49.470421349613865
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Peridiniales,70.26715601127067
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Suessiales,46.276642142304624
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Symbiodinium,11.091630913947132
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Syndiniales,1.9820452840402565
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Stramenopiles,85.89684871412707
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Ochrophyta,49.316704921922344
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Bacillariophyta,209.7267502637467
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Thalassiosira,11.848007793171272
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chaetoceros,44.18197701745653
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Skeletonema,2.706849151917264
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Pseudo-nitzschia,5.634295217629586
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Glaucophyta,8.837934362807394
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chlorophyta,69.45308299400182
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Amoebozoa,226.39537628323916
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Hacrobia,84.9784909426625
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Rhizaria,111.97472447086449
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Other eukaryotes,306.90650115318044
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Alphaproteobacteria,6.183397860921254
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Rhodobacterales,4.248557311975508
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Puniceispirillales,1.4250364275332592
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Rhizobiales,0.5363963711712698
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Gammaproteobacteria,10.994895458865399
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Burkholderiales,0.7966120483331286
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Enterobacterales,28.25085968402084
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Pseudomonadales,41.812911057319006
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Bacteroidota,18.630018667001522
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Flavobacteriales,12.734931921438658
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Firmicutes,0.5363842874309162
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Cyanobacteria,0.5204313543237176
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Actinobacteriota,12.956175196858782
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Archaea,8.675800632764805
WP2,C,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Other prokaryotes,85.48264535765817
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Dinoflagellata,0.8460757039321006
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gonyaulacales,0.631051952712807
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gymnodiniales,0.4994669696290296
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Peridiniales,1.0132782761417332
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Suessiales,0.10636521346966518
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Stramenopiles,0.21273042693933036
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Ochrophyta,5.300056684529631
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Bacillariophyta,37.19258698372819
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Thalassiosira,0.1478719615537552
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Chlorophyta,2.553900653574584
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Hacrobia,0.2787377777018783
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Rhizaria,0.10636521346966518
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Other eukaryotes,0.344530269243767
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Alphaproteobacteria,174.65361299818497
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhodobacterales,2583.3723986259793
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Puniceispirillales,162.66639109868103
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhizobiales,13.979245419828416
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Gammaproteobacteria,35.53922844163564
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Burkholderiales,8.578711366018677
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Enterobacterales,1169.2905463300906
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Pseudomonadales,1081.5628701804214
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,SAR86,287.7119092356621
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Flavobacteriales,9.405932246238406
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Actinobacteriota,0.9929978775071961
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Archaea,13.325155736047506
WP2,R,0h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Other prokaryotes,21.819493456800128
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Spirotrichea,0.16602699233636006
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Choreotrichida,0.8556708742865481
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Tintinnida,0.09868873731283306
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Dinoflagellata,17.853741397232685
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gonyaulacales,3.324531907885007
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gymnodiniales,3.5774710189841015
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Peridiniales,29.668488159749153
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Suessiales,14.561375960216226
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Symbiodinium,0.5375882957815249
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Stramenopiles,210.85950044059507
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Ochrophyta,12.354658491459404
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Bacillariophyta,4069.5278808943003
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Thalassiosira,821.2531929136585
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chaetoceros,825.0289357702701
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Skeletonema,82.91618739166672
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Pseudo-nitzschia,50.03248717759885
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chlorophyta,784.0081362313949
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Amoebozoa,0.2551712011797339
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Hacrobia,31.957964247187657
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Rhizaria,5.916185403370092
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Other eukaryotes,1.5861023373851717
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Alphaproteobacteria,1.311236839627271
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Rhodobacterales,63.46247892891549
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Puniceispirillales,8.483772992675776
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Gammaproteobacteria,389.96456192496163
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Enterobacterales,8.447648944917498
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Pseudomonadales,186.81761757997452
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,SAR86,292.28046821834545
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Flavobacteriales,12.55501676282485
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Cyanobacteria,2.0272998988438338
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Actinobacteriota,0.3986903063902639
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Planctomycetota,37.73738418244855
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Archaea,0.4048553492322728
WP2,R,0h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Other prokaryotes,1162.991326437471
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Spirotrichea,5.963743828381716
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Choreotrichida,0.16354720269840822
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Dinoflagellata,38.13408335768865
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gonyaulacales,7.922850249557344
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Alexandrium,0.11436397845748611
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gymnodiniales,4.325123486709017
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Peridiniales,5.155420966360117
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Suessiales,1.9173625658485607
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Stramenopiles,3.8211789974967605
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Ochrophyta,58.53520502695007
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Bacillariophyta,811.2750333832872
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Thalassiosira,4.3057049473575155
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Chaetoceros,0.21273042693933036
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Skeletonema,0.19737747462566613
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Pseudo-nitzschia,0.24904048850454008
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Glaucophyta,0.16602699233636006
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Chlorophyta,5.004378442095426
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Amoebozoa,3.9516941309512243
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Hacrobia,22.84223693254439
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Rhizaria,12.387772343558618
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Other eukaryotes,6.998772969984326
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Alphaproteobacteria,1.931495316207157
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhodobacterales,28.7151620499606
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Puniceispirillales,1.0536633591564402
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhizobiales,1.2976160198483346
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Gammaproteobacteria,2.5952148800051793
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Enterobacterales,47.24725562131131
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Pseudomonadales,535.611883066974
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,SAR86,3.9455989200731976
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Bacteroidota,2.6145762178249816
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Flavobacteriales,18.87883091413662
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Cyanobacteria,1.2031021713065764
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Actinobacteriota,1.1341147034266292
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Archaea,14.213177995085037
WP2,R,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Other prokaryotes,7.542150823507766
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Dinoflagellata,0.1817022334810131
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Gymnodiniales,0.11436397845748611
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Peridiniales,0.0946893548189226
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Suessiales,0.10124756269844377
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Stramenopiles,0.10636521346966518
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Ochrophyta,0.2734052677099977
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Bacillariophyta,6.887338000520817
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Chaetoceros,3.1964637237318425
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Glaucophyta,1.1737578992655533
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Chlorophyta,0.7364041042784997
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Hacrobia,0.23088545772193522
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Rhizaria,0.2734052677099977
WP2,R,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Other eukaryotes,1.0557146039081544
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Alphaproteobacteria,60.15981160355704
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhodobacterales,470.5508945852863
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Puniceispirillales,108.73343731399548
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhizobiales,5.680610762259911
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Gammaproteobacteria,7.0814871416818495
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Burkholderiales,4.433062556964353
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Enterobacterales,266.87877431641095
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Pseudomonadales,585.7104746492302
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,SAR86,5.715325338446201
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Bacteroidota,1.0431164809527633
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Flavobacteriales,107.94879277164526
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Archaea,0.5268316795782201
WP2,R,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Other prokaryotes,12.031429078175417
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Dinoflagellata,2.034388352828005
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gonyaulacales,4.195402109463884
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Alexandrium,12.182970554459821
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gymnodiniales,0.9056851415474363
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Peridiniales,2.680157573140463
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Suessiales,0.35764668500280933
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Stramenopiles,17.096286745139388
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Ochrophyta,5.881160050654855
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Bacillariophyta,7.716995348983922
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chaetoceros,0.09868873731283306
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chlorophyta,2.6174521620878686
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Amoebozoa,0.22750003579034056
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Hacrobia,1.6408613247013044
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Rhizaria,0.9811251446951317
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Other eukaryotes,3.0439873120698255
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Alphaproteobacteria,1.6967308510397414
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhodobacterales,94.88513419742782
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Puniceispirillales,1.0536633591564402
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhizobiales,5.587829332305704
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Gammaproteobacteria,3.525619754566499
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Burkholderiales,0.9336231299528707
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Enterobacterales,0.46681156497643533
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Pseudomonadales,7.068732531196689
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,SAR86,0.46681156497643533
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Bacteroidota,0.4048553492322728
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Flavobacteriales,5.573342303232992
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Firmicutes,1.6686230021880932
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Archaea,1.400434694929306
WP2,R,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Other prokaryotes,3.76275342552318
